Age,Is_Senior,Marital_Status,Married_Premium_Discount,Prior_Insurance,Prior_Insurance_Premium_Adjustment,Claims_Frequency,Claims_Severity,Claims_Adjustment,Policy_Type,Policy_Adjustment,Premium_Amount,Safe_Driver_Discount,Multi_Policy_Discount,Bundling_Discount,Total_Discounts,Source_of_Lead,Time_Since_First_Contact,Conversion_Status,Website_Visits,Inquiries,Quotes_Requested,Time_to_Conversion,Credit_Score,Premium_Adjustment_Credit,Region,Premium_Adjustment_Region,Total_discount_impact,Claim_Ratio
32,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2186,0,0,0,0,Online,8,0,5,1,3,99,718,-50,Suburban,50,0.0,0.022872827081427266
50,0,Married,86,>5 years,0,1,0,50,Full Coverage,0,2186,0,1,0,50,Online,1,1,4,2,3,6,740,-50,Rural,0,0.022872827081427266,0.022872827081427266
32,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2286,0,1,0,50,Online,2,0,1,3,1,99,688,50,Rural,0,0.021872265966754154,0.0
38,0,Single,0,1-5 years,50,3,0,150,Liability-Only,-200,2150,1,0,0,50,Online,9,0,4,1,3,99,761,-50,Urban,100,0.023255813953488372,0.06976744186046512
72,1,Single,0,>5 years,0,0,1,0,Liability-Only,-200,2100,0,0,0,0,Agent,26,1,11,1,1,11,661,50,Urban,100,0.0,0.0
18,0,Married,86,<1 year,100,1,0,50,Full Coverage,0,2336,0,1,0,50,Online,12,1,6,0,3,1,765,-50,Suburban,50,0.021404109589041095,0.021404109589041095
18,0,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2250,1,0,0,50,Referral,9,0,2,0,1,99,654,50,Rural,0,0.022222222222222223,0.022222222222222223
51,0,Married,86,1-5 years,50,0,2,0,Liability-Only,-200,2236,0,0,0,0,Online,1,0,3,1,2,99,674,50,Urban,100,0.0,0.0
29,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2300,1,0,0,50,Online,8,0,7,2,3,99,681,50,Urban,100,0.021739130434782608,0.0
35,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2336,0,0,0,0,Online,27,1,2,1,3,5,620,50,Rural,0,0.0,0.0
28,0,Single,0,1-5 years,50,1,2,200,Liability-Only,-200,2100,1,0,0,50,Online,7,1,7,6,2,8,805,-50,Rural,0,0.023809523809523808,0.09523809523809523
36,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2150,0,1,0,50,Agent,20,0,5,1,2,99,735,-50,Suburban,50,0.023255813953488372,0.0
63,1,Single,0,>5 years,0,1,2,200,Liability-Only,-200,2250,1,0,0,50,Online,23,0,1,1,3,99,682,50,Urban,100,0.022222222222222223,0.08888888888888889
52,0,Married,86,>5 years,0,1,0,50,Full Coverage,0,2236,0,0,0,0,Referral,26,1,5,0,2,9,731,-50,Rural,0,0.0,0.022361359570661897
52,0,Single,0,>5 years,0,0,2,0,Full Coverage,0,2150,0,1,0,50,Agent,28,1,8,1,2,1,688,50,Rural,0,0.023255813953488372,0.0
18,0,Married,86,<1 year,100,1,0,50,Full Coverage,0,2436,0,0,0,0,Agent,10,0,4,3,1,99,713,-50,Urban,100,0.0,0.020525451559934318
22,0,Divorced,0,1-5 years,50,2,0,100,Full Coverage,0,2400,0,0,0,0,Agent,1,0,6,1,3,99,651,50,Suburban,50,0.0,0.041666666666666664
18,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2236,0,1,0,50,Agent,15,0,2,0,2,99,742,-50,Suburban,50,0.022361359570661897,0.0
27,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2386,1,0,0,50,Online,3,1,7,0,3,6,695,50,Urban,100,0.020955574182732608,0.0
54,0,Single,0,>5 years,0,2,0,100,Liability-Only,-200,2050,0,0,0,0,Online,18,1,5,2,2,12,746,-50,Suburban,50,0.0,0.04878048780487805
47,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,1950,0,0,0,0,Online,24,0,3,2,3,99,754,-50,Rural,0,0.0,0.0
36,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2336,1,0,0,50,Agent,25,0,4,2,3,99,706,-50,Urban,100,0.021404109589041095,0.0
39,0,Widowed,0,>5 years,0,1,0,50,Liability-Only,-200,2000,0,1,1,100,Agent,21,1,3,3,3,13,669,50,Suburban,50,0.05,0.025
29,0,Widowed,0,>5 years,0,2,2,400,Liability-Only,-200,2300,0,0,0,0,Agent,5,1,3,2,2,3,739,-50,Rural,0,0.0,0.17391304347826086
43,0,Single,0,>5 years,0,0,1,0,Full Coverage,0,2100,1,0,0,50,Agent,21,0,4,3,2,99,725,-50,Suburban,50,0.023809523809523808,0.0
51,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2036,0,1,1,100,Online,17,1,6,1,2,11,703,-50,Rural,0,0.04911591355599214,0.02455795677799607
18,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2300,0,1,0,50,Online,1,0,8,2,3,99,628,50,Urban,100,0.021739130434782608,0.0
44,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2236,0,0,0,0,Online,24,1,4,3,2,6,652,50,Urban,100,0.0,0.0
53,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2286,0,1,0,50,Online,24,0,5,4,1,99,753,-50,Urban,100,0.021872265966754154,0.0
33,0,Widowed,0,<1 year,100,0,0,0,Full Coverage,0,2200,1,0,0,50,Referral,18,0,4,2,2,99,799,-50,Suburban,50,0.022727272727272728,0.0
50,0,Widowed,0,1-5 years,50,3,0,150,Full Coverage,0,2500,0,0,0,0,Online,3,0,7,2,3,99,693,50,Urban,100,0.0,0.06
82,1,Widowed,0,<1 year,100,0,0,0,Liability-Only,-200,2100,0,0,0,0,Online,2,1,4,2,1,14,762,-50,Urban,100,0.0,0.0
38,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2286,0,0,1,50,Online,24,1,8,1,3,14,640,50,Rural,0,0.021872265966754154,0.0
45,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2186,0,1,0,50,Agent,12,1,4,0,3,5,764,-50,Suburban,50,0.022872827081427266,0.0
28,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2186,0,1,0,50,Agent,9,1,4,3,3,7,749,-50,Suburban,50,0.022872827081427266,0.0
42,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2136,0,0,0,0,Agent,9,1,3,0,1,11,721,-50,Suburban,50,0.0,0.0
46,0,Married,86,1-5 years,50,0,1,0,Liability-Only,-200,2036,0,0,0,0,Online,30,1,6,3,1,4,748,-50,Rural,0,0.0,0.0
42,0,Married,86,<1 year,100,0,0,0,Liability-Only,-200,2236,1,0,0,50,Agent,22,0,6,1,1,99,696,50,Urban,100,0.022361359570661897,0.0
24,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2250,0,0,0,0,Online,11,0,3,3,1,99,764,-50,Suburban,50,0.0,0.0
43,0,Single,0,>5 years,0,0,2,0,Full Coverage,0,2100,0,0,0,0,Online,26,0,3,4,2,99,771,-50,Rural,0,0.0,0.0
61,1,Single,0,>5 years,0,0,1,0,Full Coverage,0,2200,0,0,0,0,Online,26,1,4,2,3,13,754,-50,Urban,100,0.0,0.0
46,0,Divorced,0,>5 years,0,1,1,100,Liability-Only,-200,2000,0,0,0,0,Online,6,1,9,1,2,1,723,-50,Rural,0,0.0,0.05
54,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2286,0,0,0,0,Online,9,1,12,1,3,10,773,-50,Suburban,50,0.0,0.0
36,0,Married,86,>5 years,0,0,1,0,Full Coverage,0,2236,1,0,0,50,Online,5,1,2,1,2,6,708,-50,Urban,100,0.022361359570661897,0.0
51,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2200,1,0,1,100,Online,26,1,5,5,2,1,812,-50,Urban,100,0.045454545454545456,0.0
44,0,Single,0,1-5 years,50,1,1,100,Full Coverage,0,2450,0,0,0,0,Online,20,0,4,5,2,99,659,50,Urban,100,0.0,0.04081632653061224
25,0,Single,0,<1 year,100,1,1,100,Full Coverage,0,2400,0,0,0,0,Online,21,0,5,3,1,99,782,-50,Urban,100,0.0,0.041666666666666664
44,0,Married,86,>5 years,0,1,0,50,Liability-Only,-200,2036,0,0,0,0,Online,13,1,4,1,2,4,805,-50,Rural,0,0.0,0.02455795677799607
25,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2386,0,0,0,0,Agent,24,0,3,2,2,99,667,50,Rural,0,0.0,0.020955574182732608
30,0,Single,0,<1 year,100,1,0,50,Liability-Only,-200,2100,0,0,0,0,Online,14,0,5,0,1,99,722,-50,Suburban,50,0.0,0.023809523809523808
42,0,Divorced,0,1-5 years,50,0,0,0,Full Coverage,0,2200,1,0,0,50,Online,16,1,3,2,1,10,679,50,Rural,0,0.022727272727272728,0.0
44,0,Widowed,0,<1 year,100,2,0,100,Full Coverage,0,2350,0,1,0,50,Online,18,0,2,1,2,99,587,50,Rural,0,0.02127659574468085,0.0425531914893617
22,0,Single,0,<1 year,100,1,0,50,Full Coverage,0,2300,1,0,0,50,Agent,29,0,8,1,1,99,726,-50,Urban,100,0.021739130434782608,0.021739130434782608
55,1,Single,0,<1 year,100,0,0,0,Liability-Only,-200,1900,1,1,0,100,Agent,8,0,10,1,3,99,726,-50,Rural,0,0.05263157894736842,0.0
48,0,Divorced,0,<1 year,100,1,1,100,Full Coverage,0,2350,0,1,0,50,Online,28,0,5,0,3,99,664,50,Rural,0,0.02127659574468085,0.0425531914893617
29,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,1950,0,1,0,50,Online,26,0,7,4,3,99,725,-50,Suburban,50,0.02564102564102564,0.0
18,0,Single,0,1-5 years,50,0,2,0,Full Coverage,0,2300,0,1,0,50,Agent,27,0,4,3,1,99,695,50,Urban,100,0.021739130434782608,0.0
37,0,Widowed,0,1-5 years,50,1,1,100,Full Coverage,0,2350,0,0,0,0,Online,2,1,7,1,1,5,685,50,Rural,0,0.0,0.0425531914893617
33,0,Single,0,1-5 years,50,0,2,0,Liability-Only,-200,2000,0,1,0,50,Online,17,1,4,2,2,10,702,-50,Urban,100,0.025,0.0
41,0,Widowed,0,>5 years,0,0,1,0,Full Coverage,0,2150,0,1,0,50,Online,11,0,6,1,1,99,800,-50,Urban,100,0.023255813953488372,0.0
34,0,Married,86,1-5 years,50,2,0,100,Full Coverage,0,2336,0,0,0,0,Online,26,0,2,2,3,99,842,-50,Rural,0,0.0,0.04280821917808219
18,0,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2250,0,1,0,50,Online,6,1,5,2,3,10,759,-50,Urban,100,0.022222222222222223,0.022222222222222223
34,0,Divorced,0,1-5 years,50,0,1,0,Full Coverage,0,2300,0,0,0,0,Referral,21,1,5,2,1,14,670,50,Suburban,50,0.0,0.0
35,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2336,0,0,0,0,Online,9,0,5,1,2,99,735,-50,Urban,100,0.0,0.0
49,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2150,0,1,0,50,Online,1,0,6,3,1,99,791,-50,Urban,100,0.023255813953488372,0.0
29,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2386,0,1,0,50,Agent,11,0,5,4,3,99,656,50,Urban,100,0.020955574182732608,0.0
65,1,Divorced,0,<1 year,100,1,1,100,Full Coverage,0,2350,0,0,0,0,Referral,12,1,7,2,1,9,704,-50,Suburban,50,0.0,0.0425531914893617
18,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,1950,1,0,1,100,Referral,6,0,7,2,3,99,659,50,Rural,0,0.05128205128205128,0.0
59,1,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,0,0,0,0,Online,23,0,6,3,2,99,729,-50,Rural,0,0.0,0.0
36,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,1986,0,1,0,50,Online,15,1,4,3,3,8,750,-50,Rural,0,0.025176233635448138,0.0
52,0,Single,0,>5 years,0,0,0,0,Liability-Only,-200,1950,0,0,0,0,Referral,25,0,3,0,2,99,795,-50,Suburban,50,0.0,0.0
41,0,Single,0,>5 years,0,1,2,200,Full Coverage,0,2250,0,1,0,50,Online,6,0,6,2,2,99,747,-50,Rural,0,0.022222222222222223,0.08888888888888889
57,1,Married,86,<1 year,100,0,1,0,Liability-Only,-200,2086,0,0,0,0,Online,18,1,8,2,3,7,746,-50,Rural,0,0.0,0.0
34,0,Divorced,0,1-5 years,50,1,0,50,Liability-Only,-200,2100,0,0,0,0,Referral,7,1,5,2,2,10,727,-50,Urban,100,0.0,0.023809523809523808
23,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2150,1,1,0,100,Online,29,1,6,3,2,9,753,-50,Urban,100,0.046511627906976744,0.023255813953488372
61,1,Single,0,1-5 years,50,1,1,100,Full Coverage,0,2350,0,0,0,0,Online,27,1,3,0,2,8,807,-50,Urban,100,0.0,0.0425531914893617
38,0,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,1986,1,1,0,100,Online,8,1,6,1,1,2,751,-50,Rural,0,0.050352467270896276,0.025176233635448138
43,0,Widowed,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,1,1,100,Online,28,1,4,1,3,9,679,50,Suburban,50,0.045454545454545456,0.0
58,1,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2486,0,0,0,0,Online,5,0,5,2,2,99,691,50,Urban,100,0.0,0.02011263073209976
24,0,Single,0,>5 years,0,0,1,0,Liability-Only,-200,1950,0,1,0,50,Referral,8,1,2,1,2,11,728,-50,Urban,100,0.02564102564102564,0.0
48,0,Divorced,0,>5 years,0,0,1,0,Liability-Only,-200,2100,0,0,0,0,Online,30,0,5,1,3,99,678,50,Urban,100,0.0,0.0
31,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2186,0,0,0,0,Online,6,1,8,0,1,12,738,-50,Rural,0,0.0,0.0
38,0,Single,0,1-5 years,50,1,1,100,Liability-Only,-200,2150,0,0,0,0,Online,28,0,4,2,1,99,755,-50,Urban,100,0.0,0.046511627906976744
41,0,Married,86,>5 years,0,0,2,0,Full Coverage,0,2136,0,1,0,50,Online,19,0,8,0,3,99,765,-50,Rural,0,0.023408239700374533,0.0
18,0,Single,0,<1 year,100,0,0,0,Full Coverage,0,2200,0,0,0,0,Online,22,1,6,4,1,6,806,-50,Rural,0,0.0,0.0
28,0,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2300,0,0,0,0,Online,11,1,2,5,2,7,626,50,Rural,0,0.0,0.021739130434782608
60,1,Divorced,0,<1 year,100,1,1,100,Liability-Only,-200,2100,0,0,0,0,Online,12,1,7,1,3,8,708,-50,Rural,0,0.0,0.047619047619047616
53,0,Divorced,0,1-5 years,50,1,0,50,Full Coverage,0,2250,0,1,0,50,Agent,17,0,1,1,3,99,767,-50,Urban,100,0.022222222222222223,0.022222222222222223
39,0,Single,0,<1 year,100,0,0,0,Liability-Only,-200,2150,0,0,0,0,Agent,24,1,3,3,3,7,653,50,Suburban,50,0.0,0.0
43,0,Single,0,>5 years,0,0,0,0,Full Coverage,0,2250,0,0,0,0,Online,11,0,4,1,1,99,653,50,Suburban,50,0.0,0.0
35,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,1950,0,1,0,50,Online,12,1,5,1,2,6,707,-50,Suburban,50,0.02564102564102564,0.0
60,1,Married,86,<1 year,100,0,0,0,Full Coverage,0,2386,0,0,0,0,Online,25,1,4,1,2,1,757,-50,Urban,100,0.0,0.0
36,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2250,0,0,0,0,Agent,7,1,5,3,1,6,719,-50,Urban,100,0.0,0.022222222222222223
43,0,Widowed,0,>5 years,0,0,0,0,Full Coverage,0,2300,0,0,0,0,Online,8,1,3,0,3,9,651,50,Urban,100,0.0,0.0
57,1,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2186,0,0,0,0,Online,25,0,9,2,1,99,712,-50,Urban,100,0.0,0.022872827081427266
28,0,Married,86,<1 year,100,0,1,0,Full Coverage,0,2186,1,1,0,100,Online,27,1,10,1,1,9,738,-50,Rural,0,0.04574565416285453,0.0
63,1,Married,86,>5 years,0,0,0,0,Liability-Only,-200,2086,0,0,0,0,Online,8,1,4,3,1,10,725,-50,Urban,100,0.0,0.0
18,0,Married,86,<1 year,100,1,1,100,Full Coverage,0,2586,0,0,0,0,Agent,26,0,4,3,1,99,679,50,Urban,100,0.0,0.038669760247486466
64,1,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2186,1,0,0,50,Online,4,0,3,1,1,99,671,50,Urban,100,0.022872827081427266,0.0
34,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,1986,1,0,0,50,Online,21,1,4,1,3,14,739,-50,Rural,0,0.025176233635448138,0.0
36,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2336,0,0,0,0,Referral,18,1,3,2,2,14,755,-50,Urban,100,0.0,0.0
18,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,2000,0,1,0,50,Agent,17,0,5,3,3,99,690,50,Rural,0,0.025,0.0
33,0,Married,86,1-5 years,50,1,0,50,Full Coverage,0,2286,0,1,0,50,Agent,24,0,5,2,2,99,730,-50,Suburban,50,0.021872265966754154,0.021872265966754154
24,0,Single,0,<1 year,100,1,0,50,Liability-Only,-200,2150,0,0,0,0,Agent,16,1,4,0,2,14,722,-50,Urban,100,0.0,0.023255813953488372
30,0,Divorced,0,>5 years,0,2,0,100,Liability-Only,-200,2050,0,1,0,50,Online,23,1,8,1,1,12,782,-50,Urban,100,0.024390243902439025,0.04878048780487805
37,0,Widowed,0,<1 year,100,0,1,0,Liability-Only,-200,2100,0,0,0,0,Online,15,1,5,1,1,10,692,50,Rural,0,0.0,0.0
54,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2150,1,0,0,50,Online,8,0,5,3,1,99,737,-50,Suburban,50,0.023255813953488372,0.023255813953488372
43,0,Married,86,1-5 years,50,0,2,0,Full Coverage,0,2436,0,0,0,0,Online,13,1,6,3,1,6,632,50,Urban,100,0.0,0.0
44,0,Widowed,0,1-5 years,50,1,1,100,Full Coverage,0,2350,0,1,0,50,Online,26,0,5,0,1,99,636,50,Suburban,50,0.02127659574468085,0.0425531914893617
23,0,Single,0,<1 year,100,0,1,0,Liability-Only,-200,2200,0,0,0,0,Agent,25,1,3,1,1,3,682,50,Urban,100,0.0,0.0
26,0,Married,86,>5 years,0,1,0,50,Full Coverage,0,2236,0,0,0,0,Online,8,1,8,3,3,12,705,-50,Rural,0,0.0,0.022361359570661897
66,1,Married,86,>5 years,0,0,0,0,Full Coverage,0,2136,0,1,0,50,Online,5,1,4,3,2,5,750,-50,Rural,0,0.023408239700374533,0.0
28,0,Married,86,>5 years,0,0,2,0,Liability-Only,-200,2036,0,1,0,50,Online,7,1,4,3,2,2,710,-50,Urban,100,0.02455795677799607,0.0
64,1,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2136,0,0,0,0,Agent,5,0,4,3,2,99,705,-50,Urban,100,0.0,0.0
36,0,Married,86,<1 year,100,2,0,100,Full Coverage,0,2586,0,0,0,0,Online,14,0,3,3,2,99,695,50,Urban,100,0.0,0.038669760247486466
40,0,Widowed,0,1-5 years,50,1,1,100,Full Coverage,0,2300,0,0,0,0,Online,1,0,6,4,1,99,781,-50,Suburban,50,0.0,0.043478260869565216
56,1,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2300,0,0,0,0,Referral,3,0,4,2,2,99,720,-50,Urban,100,0.0,0.021739130434782608
59,1,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,2150,0,0,0,0,Online,17,1,4,3,2,14,660,50,Urban,100,0.0,0.0
38,0,Divorced,0,>5 years,0,0,0,0,Liability-Only,-200,2000,0,0,0,0,Agent,12,1,9,2,1,4,674,50,Rural,0,0.0,0.0
34,0,Single,0,1-5 years,50,0,2,0,Liability-Only,-200,2150,0,0,0,0,Online,25,0,7,0,3,99,692,50,Urban,100,0.0,0.0
39,0,Divorced,0,>5 years,0,0,2,0,Full Coverage,0,2100,1,0,0,50,Online,20,0,3,5,1,99,827,-50,Suburban,50,0.023809523809523808,0.0
45,0,Widowed,0,>5 years,0,0,1,0,Full Coverage,0,2250,0,1,0,50,Online,13,1,5,0,2,2,648,50,Urban,100,0.022222222222222223,0.0
53,0,Married,86,<1 year,100,3,1,300,Full Coverage,0,2636,0,1,0,50,Agent,1,0,3,0,3,99,821,-50,Urban,100,0.01896813353566009,0.11380880121396054
40,0,Widowed,0,>5 years,0,0,0,0,Full Coverage,0,2150,0,0,0,0,Online,26,0,4,2,3,99,722,-50,Suburban,50,0.0,0.0
49,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2150,1,0,1,100,Agent,17,1,5,3,3,8,750,-50,Urban,100,0.046511627906976744,0.0
64,1,Married,86,>5 years,0,0,0,0,Liability-Only,-200,2036,0,1,1,100,Agent,27,0,7,3,2,99,664,50,Suburban,50,0.04911591355599214,0.0
45,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2200,1,0,0,50,Online,17,0,6,2,1,99,750,-50,Urban,100,0.022727272727272728,0.0
44,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,0,0,0,Agent,23,1,6,2,3,6,705,-50,Suburban,50,0.0,0.0
18,0,Single,0,<1 year,100,0,0,0,Liability-Only,-200,2200,0,0,0,0,Online,9,1,3,5,1,5,655,50,Urban,100,0.0,0.0
18,0,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2136,0,0,0,0,Online,5,0,6,1,2,99,731,-50,Suburban,50,0.0,0.023408239700374533
45,0,Single,0,>5 years,0,0,0,0,Liability-Only,-200,1900,0,1,0,50,Online,6,0,3,1,3,99,760,-50,Suburban,50,0.02631578947368421,0.0
38,0,Married,86,<1 year,100,1,0,50,Liability-Only,-200,2186,1,0,0,50,Online,19,1,4,3,1,3,720,-50,Urban,100,0.022872827081427266,0.022872827081427266
32,0,Married,86,>5 years,0,0,1,0,Full Coverage,0,2236,0,1,0,50,Agent,1,0,5,3,3,99,720,-50,Urban,100,0.022361359570661897,0.0
43,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,0,1,0,50,Online,10,0,6,2,2,99,736,-50,Suburban,50,0.02455795677799607,0.0
39,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2200,0,0,0,0,Agent,21,0,3,1,1,99,754,-50,Suburban,50,0.0,0.022727272727272728
56,1,Divorced,0,<1 year,100,0,0,0,Full Coverage,0,2200,1,1,0,100,Online,28,1,4,4,3,8,756,-50,Urban,100,0.045454545454545456,0.0
41,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2186,0,1,0,50,Online,24,0,2,4,2,99,707,-50,Rural,0,0.022872827081427266,0.0
28,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2200,0,1,0,50,Referral,3,0,4,2,1,99,624,50,Rural,0,0.022727272727272728,0.0
54,0,Married,86,<1 year,100,0,0,0,Full Coverage,0,2486,0,0,0,0,Online,27,0,4,1,3,99,698,50,Urban,100,0.0,0.0
36,0,Married,86,1-5 years,50,1,0,50,Liability-Only,-200,2186,1,0,0,50,Online,14,0,4,7,3,99,686,50,Suburban,50,0.022872827081427266,0.022872827081427266
47,0,Single,0,1-5 years,50,1,0,50,Liability-Only,-200,2000,0,0,0,0,Agent,22,1,5,2,3,4,749,-50,Rural,0,0.0,0.025
32,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2386,0,0,1,50,Online,29,1,3,2,3,4,700,50,Urban,100,0.020955574182732608,0.0
30,0,Single,0,1-5 years,50,1,0,50,Liability-Only,-200,2050,0,1,0,50,Agent,12,1,0,3,2,13,726,-50,Urban,100,0.024390243902439025,0.024390243902439025
41,0,Married,86,>5 years,0,0,0,0,Full Coverage,0,2286,1,1,0,100,Online,21,1,6,4,1,4,599,50,Urban,100,0.04374453193350831,0.0
40,0,Married,86,1-5 years,50,0,1,0,Full Coverage,0,2286,1,1,0,100,Online,19,0,4,2,2,99,658,50,Suburban,50,0.04374453193350831,0.0
47,0,Single,0,1-5 years,50,1,0,50,Full Coverage,0,2300,0,1,0,50,Agent,16,1,4,1,1,2,662,50,Suburban,50,0.021739130434782608,0.021739130434782608
35,0,Single,0,1-5 years,50,0,1,0,Full Coverage,0,2350,0,0,0,0,Online,13,1,8,1,1,4,682,50,Urban,100,0.0,0.0
18,0,Married,86,1-5 years,50,0,0,0,Full Coverage,0,2386,1,0,0,50,Agent,30,1,4,2,3,13,640,50,Urban,100,0.020955574182732608,0.0
33,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2250,0,0,0,0,Online,29,1,3,1,1,8,652,50,Rural,0,0.0,0.022222222222222223
51,0,Divorced,0,>5 years,0,0,0,0,Liability-Only,-200,2000,0,0,0,0,Online,13,1,4,3,1,5,706,-50,Urban,100,0.0,0.0
35,0,Single,0,<1 year,100,1,2,200,Full Coverage,0,2450,0,1,0,50,Agent,15,1,7,1,1,8,714,-50,Urban,100,0.02040816326530612,0.08163265306122448
36,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2186,0,0,0,0,Agent,19,0,7,1,2,99,696,50,Suburban,50,0.0,0.0
54,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2250,0,0,0,0,Agent,25,1,7,1,2,6,777,-50,Urban,100,0.0,0.022222222222222223
29,0,Single,0,>5 years,0,1,0,50,Full Coverage,0,2350,0,0,0,0,Online,28,1,3,3,2,8,639,50,Urban,100,0.0,0.02127659574468085
18,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2136,0,0,0,0,Online,14,1,3,1,3,7,800,-50,Urban,100,0.0,0.0
37,0,Divorced,0,<1 year,100,0,0,0,Full Coverage,0,2100,0,1,1,100,Agent,19,1,7,2,1,9,818,-50,Rural,0,0.047619047619047616,0.0
32,0,Widowed,0,1-5 years,50,0,0,0,Liability-Only,-200,2050,0,0,0,0,Online,9,0,10,2,3,99,734,-50,Urban,100,0.0,0.0
25,0,Divorced,0,<1 year,100,0,1,0,Full Coverage,0,2400,0,0,0,0,Online,20,1,8,5,2,6,648,50,Urban,100,0.0,0.0
37,0,Divorced,0,>5 years,0,1,1,100,Full Coverage,0,2350,0,1,0,50,Agent,6,0,7,1,1,99,698,50,Urban,100,0.02127659574468085,0.0425531914893617
47,0,Single,0,<1 year,100,1,0,50,Full Coverage,0,2250,0,1,0,50,Online,13,0,3,1,2,99,781,-50,Suburban,50,0.022222222222222223,0.022222222222222223
39,0,Single,0,<1 year,100,1,0,50,Full Coverage,0,2300,0,1,0,50,Online,25,0,6,1,2,99,699,50,Rural,0,0.021739130434782608,0.021739130434782608
44,0,Single,0,1-5 years,50,0,0,0,Full Coverage,0,2250,1,1,0,100,Online,2,1,7,3,1,1,693,50,Urban,100,0.044444444444444446,0.0
67,1,Divorced,0,1-5 years,50,0,1,0,Liability-Only,-200,2050,0,0,0,0,Online,7,1,5,4,1,1,717,-50,Urban,100,0.0,0.0
34,0,Single,0,1-5 years,50,0,0,0,Liability-Only,-200,2000,0,1,0,50,Agent,28,1,6,2,3,10,723,-50,Urban,100,0.025,0.0
44,0,Married,86,1-5 years,50,0,0,0,Liability-Only,-200,2036,1,1,0,100,Agent,17,1,8,0,2,2,736,-50,Urban,100,0.04911591355599214,0.0
32,0,Married,86,>5 years,0,0,1,0,Liability-Only,-200,2086,0,0,0,0,Agent,12,0,6,1,1,99,599,50,Rural,0,0.0,0.0
27,0,Divorced,0,1-5 years,50,3,0,150,Full Coverage,0,2400,0,0,0,0,Referral,7,1,4,3,3,9,772,-50,Urban,100,0.0,0.0625
